#,Year,Sport,Name of Athlete,Event,Country Represented,What She Would Have Won,Links
352,2022,Track and Field,Elisabetta Stefanini,"Italian Outdoor Paralympic Record, Womens T12/13, 100 meters, record set at Imola, Italy, on 19 June 2010, 12:79",Italy,Would have kept her record,[1]
353,2022,Track and Field,Elisabetta Stefanini,"Italian Outdoor Paralympic Record, Womens T12/13, 200 meters, record set at Assago, Italy, on 22 May 2011, 26:52",Italy,Would have kept her record,[1]
354,2022,Track and Field,Elisabetta Stefanini,"Italian Outdoor Paralympic Record, Womens T12/13, 400 meters, record set at Torino, Italy, on 12 May 2012, 1:01:47",Italy,Would have kept her record,[1]
355,2022,Track and Field,Elisabetta Stefanini,"Italian Indoor Paralympic Record, Womens T12/13, 60 meters, record set at Ancona, Italy, on 17 March 2012, 8:31",Italy,Would have kept her record,[1]
356,2022,Track and Field,Elisabetta Stefanini,"Italian Indoor Paralympic Record, Womens T12/13, 200 meters, record set at Ancona, Italy, on 18 March 2012, 26:87",Italy,Would have kept her record,[1]
357,2022,Track and Field,Chloe Conlon,"59th Equinox Marathon, Fairbanks, AK, 22 September",USA,Third Place,"[1],[2],[3],[4]"
358,2022,Track and Field,Anita Liefe,"Capitol Fun Run (10 lap race around the capitol of Kansas) Topeka, Kansas, 12 December",USA,First Place,[1]
359,2021,Archery,Tania Edwards,"Women's Olympic Archery Team; American Continental Qualification Tournament, Monterrey, Nuevo Leon, Mexico, 26-27 March",Canada,Would have made the American Continental Women's Archery Olympic Team for the Tokyo 2021 Olympics,
360,2021,Cross Country,Gillian McCabe,"Women's Masters 8K, Athletics Canada Cross Country Nationals, Wesley Clover Parks, Nepean, Ontario, Canada, 27 November",Canada,Third Place,
361,2021,Cycling,Katie Isermann,"USA Road Cycling: Muskego Park Circuit Race, 8 May; Women Elite Category",USA,First Place,
362,2021,Cycling,Leigh Ann Fields,"USA Road Cycling: Janesville Town Square Gran Prix Day 1(Tour of America's Dairyland), 17 June, Women Cat 2/3",USA,First Place,
363,2021,Cycling,Catherine Guentert,"USA Road Cycling: Giro D'Grafton (Tour of America's Dairyland), 19 June, Women Cat 2/3",USA,First Place,
364,2021,Cycling,Mallory Macrostie,"USA Road Cycling: Manitowoc Maritime Bay Classic (Tour of America's Dairyland), Day 2, 22 June, Women Cat 2/3",USA,First Place,
365,2021,Cycling,Marsha Williams,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 4 August",USA,First Place,
366,2021,Cycling,Skye Beatty,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 4 August",USA,Second Place,
367,2021,Cycling,Marsha Williams,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 8 September",USA,Second Place,
368,2021,Cycling,Faith Powell,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 8 September",USA,Third Place,
369,2021,Cycling,Marsha Williams,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 1 September",USA,First Place,
370,2021,Cycling,Paige Vinson,"Music City Crits, Women's Cycling, Women Category 3, Nashville, TN, 1 September",USA,Second Place,
371,2021,Cycling,Allison Zmuda,"xXx Racing Relay, CX, Women's Open, Chicago, IL, 29 Aug",USA,First Place,
372,2021,Cycling,Courtney Tanner,"xXx Racing Relay, CX, Women's Open, Chicago, IL, 29 Aug",USA,Second Place,
373,2021,Cycling,Lauren Wiscomb,"xXx Racing Relay, CX, Women's Open, Chicago, IL, 29 Aug",USA,Third Place,
374,2021,Cycling,Sydney Guagliardo,"George Garner Memorial CX Race, Women Cat 1/2, Wheeling, IL, 14 Nov",USA,First Place,
375,2021,Cycling,Lydia Elbert,"George Garner Memorial CX Race, Women Cat 1/2, Wheeling, IL, 14 Nov",USA,Second Place,
376,2021,Cycling,Katie Isermann,"George Garner Memorial CX Race, Women Cat 1/2, Wheeling, IL, 14 Nov",USA,Third Place,
377,2021,Cycling,Erin Feldhausen,"Lion Cross p/b LAPT Cycling, Women Cat 1/2 Elite, Waterford, WI, 12 Sept",USA,Second Place,
378,2021,Cycling,Caitlin Neuman,"Lion Cross p/b LAPT Cycling, Women Cat 1/2 Elite, Waterford, WI, 12 Sept",USA,Third Place,
379,2021,Cycling,Caitlin Neuman,"Trek CX Cup, Women Cat 1/2 Elite, Waterloo, WI, 9 Oct",USA,Third Place,
380,2021,Cycling,Sophie Russenberger,"Corn Cross, Cyclocross, Category 1/2 Women, Boring, OR, 18 Sept",USA,Second Place,
381,2021,Cycling,Heidi Wood,"Corn Cross, Cyclocross, Category 1/2 Women, Boring, OR, 18 Sept",USA,Third Place,
382,2021,Cycling,Janelle Bickford,"Heiser Farm CX Cyclocross, Category 1/2 Women, Dayton, OR, 2 Oct",USA,First Place,
383,2021,Cycling,Libby White,"Heiser Farm CX Cyclocross, Category 1/2 Women, Dayton, OR, 2 Oct",USA,Second Place,
384,2021,Cycling,Holland Larue,"Heiser Farm CX Cyclocross, Category 1/2 Women, Dayton, OR, 2 Oct",USA,Third Place,
385,2021,Cycling,Anne Davis Usher,"Bridge City CX, Cyclocross, Day2, Masters Women 40-44, Portland, OR, 10 Oct",USA,First Place,
386,2021,Cycling,Elise Donovan,"Bridge City CX, Cyclocross, Day2, Masters Women 40-44, Portland, OR, 10 Oct",USA,Second Place,
387,2021,Cycling,Annick Chalier,"Bridge City CX, Cyclocross, Day2, Masters Women 40-44, Portland, OR, 10 Oct",USA,Third Place,
388,2021,Cycling,Heidi Wood,"Cyclocross Crusade, Heron Lakes, Category 1/2 Women, Portland, OR, 24 Oct",USA,First Place,
389,2021,Cycling,Madeline Stover,"Cyclocross Crusade, Heron Lakes, Category 1/2 Women, Portland, OR, 24 Oct",USA,Second Place,
390,2021,Cycling,Holland Larue,"Cyclocross Crusade, Heron Lakes, Category 1/2 Women, Portland, OR, 24 Oct",USA,Third Place,
391,2021,Cycling,Anne Usher,"Cyclocross Crusade, Cascade Locks Day 1, Category 1/2 Women, Cascade Locks, OR, 30 Oct",USA,First Place,
392,2021,Cycling,Rachel Geiter,"Cyclocross Crusade, Cascade Locks Day 1, Category 1/2 Women, Cascade Locks, OR, 30 Oct",USA,Second Place,
393,2021,Cycling,Heidi Wood,"Cyclocross Crusade, Cascade Locks Day 1, Category 1/2 Women, Cascade Locks, OR, 30 Oct",USA,Third Place,
394,2021,Cycling,Brenna Wrye-Simpson,"Cyclocross Crusade, Cascade Locks Day 2, Category 1/2 Women, Cascade Locks, OR, 31 Oct",USA,Third Place,
395,2021,Cycling,Rachel Geiter,"Cyclocross Crusade, PIR Infield, Category 1/2 Women, 14 Nov",USA,First Place,
396,2021,Cycling,Heidi Wood,"Cyclocross Crusade, PIR Infield, Category 1/2 Women, 14 Nov",USA,Second Place,
397,2021,Cycling,Holland Larue,"Cyclocross Crusade, PIR Infield, Category 1/2 Women, 14 Nov",USA,Third Place,
398,2021,Cycling,Sophie Russenberger,"Cyclocross Crusade, Barton Park, Category 1/2 Women, Barton, OR, 21 Nov",USA,First Place,
399,2021,Cycling,Allison Halpin,"Cyclocross Crusade, Barton Park, Category 1/2 Women, Barton, OR, 21 Nov",USA,Second Place,
400,2021,Cycling,Heidi Wood,"Cyclocross Crusade, Barton Park, Category 1/2 Women, Barton, OR, 21 Nov",USA,Third Place,
401,2021,Cycling,Rhylee Wittrock,"Commerce Stage Race, Road Race Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,First Place,
402,2021,Cycling,Emily Woolford,"Commerce Stage Race, Road Race Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,Second Place,
403,2021,Cycling,Ajay Baker,"Commerce Stage Race, Road Race Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,Third Place,
404,2021,Cycling,Rhylee Wittrock,"Commerce Stage Race, Time Trial Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,First Place,
405,2021,Cycling,Emily Woolford,"Commerce Stage Race, Time Trial Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,Second Place,
406,2021,Cycling,Diane Schleicher,"Commerce Stage Race, Time Trial Cycling, Women Category 4/5, Commerce, GA, 1 May",USA,Third Place,
407,2021,Cycling,Rhylee Wittrock,"Commerce Stage Race, General Classification Cycling, Women Category 4/5, Commerce, GA, 2 May",USA,First Place,
408,2021,Cycling,Emily Woolford,"Commerce Stage Race, General Classification Cycling, Women Category 4/5, Commerce, GA, 2 May",USA,Second Place,
409,2021,Cycling,Ajay Baker,"Commerce Stage Race, General Classification Cycling, Women Category 4/5, Commerce, GA, 2 May",USA,Third Place,
410,2021,Cycling,Caleigh Rasser,"TONGA 1 Criterium, Women Category 4/5, Demorest, GA, 11 June",USA,First Place,
411,2021,Cycling,Wendy Jacobsen,"TONGA 1 Criterium, Women Category 4/5, Demorest, GA, 11 June",USA,Second Place,
412,2021,Cycling,Jessica Sorenson,"TONGA 1 Criterium, Women Category 4/5, Demorest, GA, 11 June",USA,Third Place,
413,2021,Cycling,Wendy Jacobsen,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June",USA,First Place,
414,2021,Cycling,Caleigh Rasser,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June",USA,Second Place,
415,2021,Cycling,Iwona Martin,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June",USA,Third Place,
416,2021,Cycling,Caleigh Rasser,"TONGA 1 Time Trial Race, Women Category 4/5, Demorest, GA, 12 June",USA,First Place,
417,2021,Cycling,Jennifer Lesser,"TONGA 1 Time Trial Race, Women Category 4/5, Demorest, GA, 12 June",USA,Second Place,
418,2021,Cycling,Diane Schleicher,"TONGA 1 Time Trial Race, Women Category 4/5, Demorest, GA, 12 June",USA,Third Place,
419,2021,Cycling,Jessica Sorenson,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June (#2)",USA,First Place,
420,2021,Cycling,Elanor Finlayson,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June (#2)",USA,Second Place,
421,2021,Cycling,Diane Schleicher,"TONGA 1 Circuit Race, Women Category 4/5, Demorest, GA, 12 June (#2)",USA,Third Place,
422,2021,Cycling,Caleigh Rasser,"TONGA 1 Overall Race, Women Category 4/5, Demorest, GA, 12 June",USA,First Place,
423,2021,Cycling,Jennifer Lesser,"TONGA 1 Overall Race, Women Category 4/5, Demorest, GA, 12 June",USA,Second Place,
424,2021,Cycling,Diane Schleicher,"TONGA 1 Overall Race, Women Category 4/5, Demorest, GA, 12 June",USA,Third Place,
425,2021,Cycling,Erin Shelton,"Dalton Grand Prix Cycling Road Race, Women Pro 1-3, Dalton, GA, 26 June",USA,First Place,
426,2021,Cycling,Beth Lofgren,"Dalton Grand Prix Cycling Road Race, Women Pro 1-3, Dalton, GA, 26 June",USA,Second Place,
427,2021,Cycling,Sara Fletcher,"Dalton Grand Prix Cycling Road Race, Women Pro 1-3, Dalton, GA, 26 June",USA,Third Place,
428,2021,Cycling,Saskia Hoppe,"Dalton Grand Prix Cycling Road Race, Women Pro 1-3, Dalton, GA, 27 June",USA,Second Place,
429,2021,Cycling,Karen Richardson,"Dalton Grand Prix Cycling Road Race, Women Pro 1-3, Dalton, GA, 27 June",USA,Third Place,
430,2021,Cycling,Carlie Cooper,"Alabama Cycling Classic, Sunny King Criterium, Women Senior Category 3-45, Anniston, AL, 3 July",USA,Second Place,
431,2021,Cycling,Melissa Dorman,"Alabama Cycling Classic, Sunny King Criterium, Women Senior Category 3-45, Anniston, AL, 3 July",USA,Third Place,
432,2021,Cycling,Trish Cohen,"TONGA 2, RR2 Cycle Race, Women Pro 1-3, Demorest, GA, 25 July",USA,Third Place,
433,2021,Cycling,Karen Purtill,"USA Cycling Masters Track National Championships, FTT Women Masters 65-69, Breinigsville, PA, 14-19 Sept",USA,Second Place,
434,2021,Cycling,Karen Purtill,"USA Cycling Masters Track National Championships, SPR Women Masters 65-69, Breinigsville, PA, 14-19 Sept",USA,Second Place,
435,2021,Cycling,Karen Purtill,"USA Cycling Masters Track National Championships, TT Women Masters 65-69, Breinigsville, PA, 14-19 Sept",USA,Second Place,
436,2021,Cycling,Tracy Lea,"USA Cycling Masters Track National Championships, TT Women Masters 65-69, Breinigsville, PA, 14-19 Sept",USA,Third Place,
437,2021,Cycling,Matilda Reynolds,"Bucks County Classic, Pro/1/2/Women, Doylestown, Pennsylvania, 13 September",USA,Second Place,
438,2021,Disc Golf,"Michelle Green, USA","2021 PDGA Professional Masters Disc Golf World Championships, FP50 · Pro Masters Women 50+",USA,First Place,[1]
439,2021,Disc Golf,Kimberly Giannola,"LouLadies Challenge, FPO Open Women",USA,First Place,[1]
440,2021,Disc Golf,Kimberly Giannola,"3rd Annual Emporia Ladies Open, FPO Open Women",USA,"First Place, tied",
441,2021,Disc Golf,Katelyn Belty,"3rd Annual Emporia Ladies Open, FPO Open Women",USA,"First Place, tied",
442,2021,Disc Golf,Kaylee Kincaid,"3rd Annual Emporia Ladies Open, FPO Open Women",USA,Second Place,
443,2021,Disc Golf,Chelsea Harden,"3rd Annual Emporia Ladies Open, FPO Open Women",USA,Third Place,
444,2021,Disc Golf,Michelle Green,"PDGA Professional Masters Disc Golf World Championships, Women's FP50+, Johnson City, Tennessee, 3-7 August 2021",USA,First Place,
445,2021,Disc Golf,Lorena Dostal,"PDGA Professional Masters Disc Golf World Championships, Women's FP50+, Johnson City, Tennessee, 3-7 August 2021",USA,Second Place,
446,2021,Disc Golf,Amy Campbell,"PDGA Professional Masters Disc Golf World Championships, Women's FP50+, Johnson City, Tennessee, 3-7 August 2021",USA,Third Place,
447,2021,Disc Golf,Kimberly Giannola,"Bride of Big Blue Monster, FPO Open Women, PDGA-sanctioned singles tournament",USA,First Place,[1]
448,2021,Disc Golf,Ella Hansen,"US Distance Championships in Disc Golf, Women's Division, Championship Village, Rock Hill, South Carolina, 5-9 October",USA,First Place,
449,2021,Disc Golf,Kat Mertsch,"US Distance Championships in Disc Golf, Women's Division, Championship Village, Rock Hill, South Carolina, 5-9 October",USA,Second Place,
450,2021,Disc Golf,Kona Star Panis,"US Distance Championships in Disc Golf, Women's Division, Championship Village, Rock Hill, South Carolina, 5-9 October",USA,Third Place,
451,2021,Disc Golf,Lindsay Fish,"35th Annual Halloween Howler, FPO Open Women, Mobile, AL, 23-24 October",USA,First Place,[1]
452,2021,Disc Golf,Betty Howell Kennedy,"35th Annual Halloween Howler, FPO Open Women, Mobile, AL, 23-24 October",USA,Second Place,[1]
453,2021,Disc Golf,Carol Strous,"35th Annual Halloween Howler, FPO Open Women, Mobile, AL, 23-24 October",USA,Third Place,[1]
454,2021,Disc Golf,Deedee Fussner,"The Panhandle Open 5, FPO Open Women, Lebanon, MO, 11 June",USA,First Place,[1]
455,2021,Disc Golf,Sarah Tominack,"The Lumberjack Launch Presented by Flight Factory, FPO Open Women, Milton, FL, 9 October",USA,First Place,[1]
456,2021,Disc Golf,Deedee Fussner,"The Lumberjack Launch Presented by Flight Factory, FPO Open Women, Milton, FL, 9 October",USA,Second Place,[1]
457,2021,Disc Golf,Lindsay Fish,"2021 Big Rip Classic Presented by Discraft & Grip-Eq, FPO Open Women, Lumberton, MS, 1-3 October",USA,First Place,[1]
458,2021,Disc Golf,Jocelyn Jessop,"2021 Big Rip Classic Presented by Discraft & Grip-Eq, FPO Open Women, Lumberton, MS, 1-3 October",USA,Second Place,[1]
459,2021,Disc Golf,Emelia Marshall,"2021 Big Rip Classic Presented by Discraft & Grip-Eq, FPO Open Women, Lumberton, MS, 1-3 October",USA,Third Place,[1]
460,2021,Disc Golf,Hannah Yates,"Alabama Women's Disc Golf Championships Presented by Westside Discs, FPO Open Women, Jasper, AL, 21-22 August",USA,Third Place,[1]
461,2021,Disc Golf,Kimberly Giannola,Liberty Gold FPO Open Women,USA,First Place,[1]
462,2021,Disc Golf,Ellie Bryant,"WGE - KC Diva Spring Feeva, FPO Open Women",USA,First Place,[1]
463,2021,Disc Golf,Shelby Dutton,"WGE - KC Diva Spring Feeva, FPO Open Women",USA,Second Place,[1]
464,2021,Disc Golf,Jaimee Crosby,"WGE - KC Diva Spring Feeva, FPO Open Women",USA,Third Place,[1]
465,2021,Disc Golf,Kimberly Giannola,"Maverick DG: Longview Open, FPO Open Women",USA,First Place,[1]
466,2021,Golf,Perrine Delacour,US National Women's Golf Association Mini-Tour Event; Florida,USA,First Place,
467,2021,Marathon,Christine Meyer,"Anchorage Mayor's Marathon, Overall Female",USA,First Place,
468,2021,MMA,Celine Provost,"Combate Global prelims, MMA, Miami, Florida, 11 September",France,Would have advanced,
469,2021,Powerlifting,Aileen Bishop,"CPU Alberta Provincials Powerlifting, Women Classic 185+ Open, Edmonton, Alberta, Canada, 5 December",Canada,First Place,
470,2021,Powerlifting,Julianne Cragg,"CPU Alberta Provincials Powerlifting, Women Classic 185+ Open, Edmonton, Alberta, Canada, 5 December",Canada,Second Place,
471,2021,Powerlifting,Emma Schempp,"CPU Alberta Provincials Powerlifting, Women Classic 185+ Open, Edmonton, Alberta, Canada, 5 December",Canada,Third Place,
472,2021,Powerlifting,Tammy Drover,"CPU Western Canadians Powerlifting, Women Classic 185+ Open, Richmond, British Columbia, Canada, 13 November",Canada,Second Place,
473,2021,Powerlifting,Barbara-Ann Kubb,"CPU Western Canadians Powerlifting, Women Classic 185+ Open, Richmond, British Columbia, Canada, 13 November",Canada,Third Place,
474,2021,Powerlifting,Erin Cooke,"CPU Cowdown Showdown Powerlifting, Women Classic 185+ Open, Calgary, Alberta, 18 September",Canada,First Place,
475,2021,Powerlifting,Mandy Materi,"CPU Cowdown Showdown Powerlifting, Women Classic 185+ Open, Calgary, Alberta, 18 September",Canada,Second Place,
476,2021,Rowing,Fran Franchi,"World Indoor Rowing Championships, W 65 2000 m, VIRTUAL, 23-27 Feb",UK,First Place,
477,2021,Rowing,Margarethe Hippler,"World Indoor Rowing Championships, W 65 2000 m, VIRTUAL, 23-27 Feb",Germany,Second Place,
478,2021,Skateboarding,Taylor Silverman,"Red Bull Cornerstone Skateboard Series, Women's Street, Lincoln, Nebraska, 4 December",USA,First Place,
479,2021,Skateboarding,Alex Herring,"Red Bull Cornerstone Skateboard Series, Women's Street, Lincoln, Nebraska, 4 December",USA,Second Place,
480,2021,Swimming,Bridget O'Leary,"Women 200 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,First Place,
481,2021,Swimming,Amelia Liu,"Women 200 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Second Place,
482,2021,Swimming,Nathalie Valdman,"Women 200 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Third Place,
483,2021,Swimming,Amelia Liu,"Women 100 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,First Place,
484,2021,Swimming,Melissa Parker,"Women 100 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Second Place,
485,2021,Swimming,Priscilla Wongso and Bridget O'Leary (tied),"Women 100 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Third Place,
486,2021,Swimming,Anna Kalandadze,"Women 500 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,First Place,
487,2021,Swimming,Ellie Marquardt,"Women 500 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Second Place,
488,2021,Swimming,Grace Giddings,"Women 500 Yard Freestyle, Penn University vs. Cornell University vs. Princeton University Tri-Meet, Sheerr Pool, Philadelphia, PA, 20 November",USA,Third Place,
489,2021,Swimming,Robyn Poulin,"Women's Masters 8K, Athletics Canada Cross Country Nationals, Wesley Clover Parks, Nepean, Ontario, Canada, 27 November",Canada,Second Place,
490,2021,Swimming,Anna Kalandadze,"Women's 500 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 3 December",USA,First Place,
491,2021,Swimming,Gail Workman,"Women's 500 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 3 December",USA,Second Place,
492,2021,Swimming,Marij van der Mast,"Women's 500 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 3 December",USA,Third Place,
493,2021,Swimming,Toni Naccarella,"Women's 200 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 4 December",USA,First Place,
494,2021,Swimming,Kennedy Lovell,"Women's 200 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 4 December",USA,Second Place,
495,2021,Swimming,Sofia Henell,"Women's 200 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 4 December",USA,Third Place,
496,2021,Swimming,Anna Kalandadze,"Women's 1650 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 5 December",USA,First Place,
497,2021,Swimming,Grace Giddings,"Women's 1650 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 5 December",USA,Second Place,
498,2021,Swimming,Gail Workman,"Women's 1650 yard freestyle, Zippy Invitational, Ocasek Natatorium, Akron, Ohio, 5 December",USA,Third Place,
499,2021,Track and Field,Gabrielle Thomas,"Tokyo Olympics, Women's 200 meter race, August 3*",USA,Silver Medal,
500,2021,Track and Field,Shelly-Ann Fraser-Pryce,"Tokyo Olympics, Women's 200 meter race, August 3*",Jamaica,Bronze Medal,
501,2021,Track and Field,Senbere Teferi,"Prefontaine Classic, Eugene Diamon League Track and Field, Hayward Field, Eugene, Oregon, Women's 5000m, 20-21 August*",Ethiopia,First Place,
502,2021,Track and Field,Fantu Worku,"Prefontaine Classic, Eugene Diamon League Track and Field, Hayward Field, Eugene, Oregon, Women's 5000m, 20-21 August*",Ethiopia,Second Place,
503,2021,Track and Field,Loice Chemnung,"Prefontaine Classic, Eugene Diamon League Track and Field, Hayward Field, Eugene, Oregon, Women's 5000m, 20-21 August*",Kenya,Third Place,
504,2021,Track and Field,Favour Ofill,"World Junior Under 20 World Championships, Nairobi, Kenya, Women's 200m, 21 August*",Nigeria,First Place,
505,2021,Track and Field,Lucia Carrillo,"World Junior Under 20 World Championships, Nairobi, Kenya, Women's 200m, 21 August*",Spain,Second Place,
506,2021,Track and Field,Barbora Splechtnova,"World Junior Under 20 World Championships, Nairobi, Kenya, Women's 200m, 21 August*",Czech Republic,Third Place,
507,2021,Track and Field,Anna Maria Mencoboni,"Campionati italiani paralimpici FISPES indoor, Women's 60 meters (T12), Ancona, Italy, 22 January",Italy,First Place,[1]
508,2021,Track and Field,Anna Maria Mencoboni,"Campionati italiani paralimpici FISPES indoor, Women's 200 meters (T12), Ancona, Italy, 22 January",Italy,First Place,[1]
509,2021,Track and Field,Sara Cocciu,"Campionati italiani paralimpici FISPES indoor, Women's 400 meters (T12), Ancona, Italy, 22 January",Italy,First Place,[1]
510,2021,Track and Field,Margherita Paciolla,"World Para Athletics Grand Prix, Women's 200 meters, Jesolo, Italy, 16 April",Italy,First Place,[1]
511,2021,Track and Field,Alice Metais,"World Para Athletics Grand Prix, Women's 400 meters, Jesolo, Italy, 16 April",France,First Place,[1]
512,2021,Track and Field,Alice Maule,"FISPES Italian Paralympics, Women's 100 meters Concesio, Italy, 4 July",Italy,First Place/National Title,[1]
513,2021,Track and Field,Alice Maule,"FISPES Italian Paralympics, Women's 200 meters Concesio, Italy, 4 July",Italy,First Place/National Title,[1]
514,2021,Track and Field,Michela Borschia,"Campionati italiani master FIDAL indoor, F45 Women's 200 meters, Ancona, Italy, 18 March",Italy,Second Place,[1]
515,2021,Track and Field,Patrizia Caravillani,"Campionati italiani master FIDAL indoor, F45 Women's 200 meters, Ancona, Italy, 18 March",Italy,Third Place,[1]
516,2021,Track and Field,Alessandra Testa,"Campionati italiani paralimpici FISPES indoor, F45 Women's 400 meters, Ancona, Italy, 22 January",Italy,Second Place,[1]
517,2021,Track and Field,Veronica Catapano,"Campionati italiani paralimpici FISPES indoor, F45 Women's 400 meters, Ancona, Italy, 22 January",Italy,Third Place,[1]
518,2021,Track and Field,Gwenaig Le Vourc'h,"World Para Athletics Grand Prix, Women's 400 meters, Jesolo, Italy, 16 April",France,Second Place,[1]
519,2021,Track and Field,Nuria Pascual Folgado,"World Para Athletics European Championships, Women's T13 400 meters, Bydgoszcz, Poland, 1 June",Spain,Would have made it to the finals,[1]
520,2021,Track and Field,Margherita Paciolla,"World Para Athletics Grand Prix, Women's 400 meters, Jesolo, Italy, 16 April",Italy,Third Place,[1]
521,2021,Track and Field,Giorgia Fascetta,"FISPES Italian Paralympics, Women's 100 meters Concesio, Italy, 4 July",Italy,Second Place,[1]
522,2021,Track and Field,Giorgia Fascetta,"FISPES Italian Paralympics, Women's 200 meters Concesio, Italy, 4 July",Italy,Second Place,[1]
523,2021,Track and Field,Margherita Paciolla,"FISPES Italian Paralympics outdoor, Women's T 13 400 meters, Concesio, Italy, 4 July",Italy,First Place/National Title,[1]
524,2021,Track and Field,Giorgia Fascetta,"FISPES Italian Paralympics outdoor, Women's T 13 400 meters, Concesio, Italy, 4 July",Italy,Second Place,[1]
525,2021,Track and Field,Greta Antolini,"1° Meeting Ama, Women's 400 meteres, Sradio Polisportivo Comunale - Civitanova Marche, Italy, 17 July",Italy,Second Place,[1]
526,2021,Track and Field,Michela Lain Contato,"1° Meeting Ama, Women's 400 meteres, Sradio Polisportivo Comunale - Civitanova Marche, Italy, 17 July",Italy,Third Place,[1]
527,2021,Track and Field,Valentina Facciani,"Campionati regionali individuali master, Women's 400 meters, Santarcangelo, Italy, 28 August",Italy,Second Place,[1]
528,2021,Track and Field,Michela Borschia,"Campionati italiani master FIDAL outdoor, Womens F45 100 meters, Rieti, Italy, 9 September",Italy,First Place/National Title,[1]
529,2021,Track and Field,Serena Sbarzaglia,"Campionati regionali individuali master, Women's 400 meters, Santarcangelo, Italy, 28 August",Italy,First Place,[1]
530,2021,Track and Field,Antonella Giulivi,"Campionati italiani master FIDAL outdoor, Womens F45 100 meters, Rieti, Italy, 9 September",Italy,Second Place,[1]
531,2021,Track and Field,Patrizia Caravillani,"Campionati italiani master FIDAL outdoor, Womens F45 100 meters, Rieti, Italy, 9 September",Italy,Third Place,[1]
532,2021,Track and Field,Michela Borschia,"Campionati italiani master FIDAL outdoor, Womens F45 200 meters, Rieti, Italy, 9 September",Italy,First Place/National Title,[1]
533,2021,Track and Field,Ivana Fella,"Campionati italiani master FIDAL outdoor, Womens F45 200 meters, Rieti, Italy, 9 September",Italy,Second Place,[1]
534,2021,Track and Field,Patrizia Caravillani,"Campionati italiani master FIDAL outdoor, Womens F45 200 meters, Rieti, Italy, 9 September",Italy,Third Place,[1]
535,2021,Track and Field,Teresa Latella,"Campionati italiani master FIDAL outdoor, Womens F45 400 meters, Rieti, Italy, 9 September",Italy,First Place/National Title,[1]
536,2021,Track and Field,Alice Sordini,"Campionati italiani master FIDAL outdoor, Womens F45 400 meters, Rieti, Italy, 9 September",Italy,Second Place,[1]
537,2021,Track and Field,Silvia Prina,"Campionati italiani master FIDAL outdoor, Womens F45 400 meters, Rieti, Italy, 9 September",Italy,Third Place,[1]
538,2021,Track and Field,Elisabetta Stefanini,"Italian Outdoor Paralympic Record, Womens T12/13, 100 meters, record set at Ancona, Italy, on 17 March 2012, 1:02:88",Italy,Would have kept her record,[1]
539,2021,Track and Field,Carma Reed,"Kenai River Marathon, Kenai, AK, 26 September",USA,First Place,[1]
540,2021,Track and Field,Susan Craig,"Kenai River Marathon, Kenai, AK, 26 September",USA,Second Place,[1]
